Server_ID,Timestamp,Server_Type,Operating_System,CPU_Usage,Memory_Usage,Disk_Usage,Disk_IO,Network_In_Mbps,Network_Out_Mbps,Network_Latency_ms,Response_Time_ms,Active_Connections,Request_Count,Error_Count,Process_Count,Uptime_Hours,Temperature_C,Day_of_Week,Hour,Performance_Issue
SRV-086,11-05-2026 08:00,Web,Windows Server,62.26,46.37,44.77,73.15,1376.95,978.69,30.78,248.07,813,7041,5,258,929.42,55.35,Monday,8,0
SRV-042,11-05-2026 09:30,File,Linux,64.31,60.94,54.76,78.5,1639.44,1165.94,19.25,257.39,716,8205,10,244,819.4,53.43,Monday,9,0
SRV-020,11-05-2026 13:00,Application,Linux,92.37,64.02,57.27,71.17,2005.42,1521.75,39.79,348.75,1255,10081,16,374,933.28,66.13,Monday,13,0
SRV-045,11-05-2026 13:00,File,Linux,76.72,49.04,55.38,73.3,1544.75,1108.76,27.95,287.77,799,8273,5,299,1064.03,61.49,Monday,13,0
SRV-011,11-05-2026 13:30,Database,Linux,73.67,64.72,71.37,98.31,2211.69,1628.35,25.36,343.77,1202,11092,5,253,1320.62,60.94,Monday,13,0
SRV-005,11-05-2026 13:30,Web,Windows Server,88.78,74.81,25.25,91.34,2086.83,1437.04,27.34,358.35,1075,10418,20,320,892.25,60.88,Monday,13,0
SRV-078,11-05-2026 17:30,Application,Windows Server,83.68,73.83,83.25,66.67,1919.83,1490.13,24.37,311.58,1013,9935,16,335,1056.51,61.62,Monday,17,0
SRV-085,11-05-2026 18:00,Web,Windows Server,75.89,83.87,71.05,69.34,1953.53,1612.29,20.12,344.37,939,10316,14,278,1055.32,56.98,Monday,18,0
SRV-034,11-05-2026 20:00,Database,Linux,74.38,66.38,60.69,51.31,1507.8,1131.83,27.91,338.2,832,7425,8,324,213.1,56.79,Monday,20,0
SRV-014,11-05-2026 22:00,File,Linux,38.68,66.8,67.6,64.89,1144.08,852.6,12.29,178.99,530,5696,6,174,275.13,55.72,Monday,22,0
SRV-027,11-05-2026 23:00,Database,Linux,67.85,40.52,58.85,59.59,1476.4,1117.98,29.03,312.08,877,7579,7,271,472.58,56.76,Monday,23,0
SRV-077,11-05-2026 23:00,Web,Linux,44.53,66.37,60.56,53.58,1395.82,1040.11,23.86,256.81,659,7039,3,222,850.49,59.61,Monday,23,0
SRV-092,11-05-2026 23:30,Application,Linux,60.01,51.71,56.65,45.64,1364.65,941.72,17.17,284.69,693,6841,8,226,666.24,52.85,Monday,23,0
SRV-087,12-05-2026 01:00,Application,Linux,57.14,55.4,66.38,53.52,1315.67,968.22,29.29,224.4,835,6807,4,279,1008.38,55.1,Tuesday,1,0
SRV-048,12-05-2026 01:30,Web,Linux,76.47,66.49,52.8,54.43,1378.15,952.87,6.74,315.46,454,6993,11,292,540.86,63.93,Tuesday,1,0
SRV-082,12-05-2026 01:30,Database,Windows Server,74.3,63.56,64.7,89.98,1475.93,1099.09,26.91,267.16,778,7443,8,320,662.65,60.21,Tuesday,1,0
SRV-067,12-05-2026 02:30,Application,Windows Server,94.22,61.4,50.62,58.03,1307.71,963.54,22.34,281.8,535,6894,6,313,1431.93,66.2,Tuesday,2,0
SRV-043,12-05-2026 04:00,Application,Windows Server,77.8,59.13,62.52,61.24,1321.07,1004.09,18.51,379.9,400,6761,11,272,475.4,58.06,Tuesday,4,0
SRV-062,12-05-2026 04:00,Database,Windows Server,53.27,51.96,44.26,81.81,1402.91,1081.89,13.47,212.23,620,7610,2,292,278.74,56.3,Tuesday,4,0
SRV-015,12-05-2026 08:00,Database,Linux,48.5,56.45,76.0,62.6,1324.89,1131.65,25.94,211.47,936,7547,6,237,1444.5,52.35,Tuesday,8,0
SRV-064,12-05-2026 08:00,File,Linux,58.47,65.53,57.2,29.29,1131.83,797.09,18.17,316.39,274,5836,13,239,1096.92,51.41,Tuesday,8,0
SRV-094,12-05-2026 08:30,Database,Windows Server,54.5,69.69,48.94,47.99,1475.44,1036.26,20.26,241.56,702,7472,5,224,434.05,52.2,Tuesday,8,0
SRV-075,12-05-2026 08:30,Web,Linux,68.37,58.61,51.35,73.4,1270.04,1043.36,32.07,249.67,726,7091,4,318,2059.0,62.89,Tuesday,8,0
SRV-010,12-05-2026 10:30,Database,Windows Server,88.47,74.74,71.62,80.97,2095.06,1669.38,25.46,319.27,1125,11027,14,281,404.05,58.39,Tuesday,10,0
SRV-062,12-05-2026 13:30,Database,Windows Server,91.75,84.12,67.27,88.26,2133.31,1527.05,25.38,321.77,948,10963,16,313,222.26,64.31,Tuesday,13,0
SRV-073,12-05-2026 14:00,API,Linux,85.71,88.76,52.89,78.94,2090.16,1611.57,23.78,405.31,969,10516,13,309,989.68,64.26,Tuesday,14,0
SRV-043,12-05-2026 14:00,Application,Windows Server,69.94,58.97,51.8,98.22,1819.01,1560.84,29.59,370.96,789,10169,11,253,864.18,55.44,Tuesday,14,0
SRV-074,12-05-2026 15:00,Web,Windows Server,66.95,63.46,43.65,87.93,2017.95,1497.05,27.84,302.16,1074,10236,13,242,1961.75,58.8,Tuesday,15,0
SRV-034,12-05-2026 16:30,Database,Linux,99.0,80.86,43.81,89.92,2100.9,1602.76,30.62,413.23,959,10909,17,419,344.83,72.54,Tuesday,16,1
SRV-031,12-05-2026 17:30,Application,Linux,93.22,78.41,54.86,80.56,1915.47,1395.56,31.22,413.66,1089,9912,18,369,607.72,57.21,Tuesday,17,1
SRV-027,12-05-2026 17:30,Database,Linux,78.24,71.2,40.6,79.39,2188.34,1530.9,27.88,340.89,1186,11067,7,298,1056.42,55.24,Tuesday,17,0
SRV-072,12-05-2026 19:30,Database,Linux,51.33,53.71,55.1,36.91,1544.18,1161.54,24.5,224.84,406,7494,8,244,453.78,54.75,Tuesday,19,0
SRV-045,12-05-2026 20:00,File,Linux,47.85,55.54,62.16,45.96,1136.14,825.12,17.7,224.22,667,5820,7,265,457.92,52.33,Tuesday,20,0
SRV-076,12-05-2026 20:00,Web,Linux,61.26,50.89,39.85,56.91,1382.71,1142.81,27.04,280.78,647,7052,9,241,1210.1,52.03,Tuesday,20,0
SRV-093,12-05-2026 21:00,Database,Linux,88.81,79.09,62.21,43.87,1482.09,1095.65,22.94,413.98,560,7371,7,304,544.61,63.11,Tuesday,21,1
SRV-064,12-05-2026 21:30,File,Linux,65.62,59.2,41.85,40.29,1211.39,846.36,20.21,336.8,591,5833,19,299,456.35,57.0,Tuesday,21,0
SRV-075,12-05-2026 21:30,Web,Linux,63.22,52.62,51.85,59.59,1327.66,1014.9,14.86,275.71,767,7113,7,237,1108.36,58.19,Tuesday,21,0
SRV-083,12-05-2026 22:00,File,Linux,60.94,46.94,54.57,43.2,1078.32,797.55,29.74,301.19,560,6005,8,235,492.48,48.57,Tuesday,22,0
SRV-041,12-05-2026 23:30,Database,Linux,64.88,64.46,34.18,65.86,1513.62,1070.35,23.97,299.39,655,7379,9,264,1640.34,61.5,Tuesday,23,0
SRV-036,13-05-2026 01:00,Web,Linux,72.36,68.55,47.07,45.3,1261.77,1005.51,21.61,319.03,572,6979,10,337,1140.48,57.64,Wednesday,1,0
SRV-033,13-05-2026 01:30,Database,Linux,75.38,50.81,68.24,89.7,1493.49,1114.37,20.78,338.36,601,7373,6,272,570.94,61.75,Wednesday,1,0
SRV-048,13-05-2026 01:30,Web,Linux,68.07,78.1,38.44,38.27,1318.31,1110.46,21.34,283.04,848,6996,5,281,1145.7,52.34,Wednesday,1,0
SRV-058,13-05-2026 02:00,Application,Windows Server,60.3,59.3,54.87,41.75,1425.08,1011.26,20.05,252.33,648,6874,9,257,906.48,55.23,Wednesday,2,0
SRV-057,13-05-2026 02:30,Database,Linux,69.17,49.9,51.21,91.46,1485.6,1086.41,21.91,314.66,765,7351,8,284,810.4,55.9,Wednesday,2,0
SRV-090,13-05-2026 02:30,Application,Linux,70.73,37.71,65.9,74.01,1295.02,1059.49,23.98,276.0,549,6920,10,278,218.99,61.53,Wednesday,2,0
SRV-094,13-05-2026 03:00,Database,Windows Server,72.92,67.11,47.45,36.3,1482.29,1132.46,22.09,284.74,816,7435,9,302,1122.3,56.28,Wednesday,3,0
SRV-032,13-05-2026 04:00,API,Windows Server,55.35,74.74,53.44,48.66,1504.0,1091.8,26.85,268.58,794,7408,10,298,531.32,47.29,Wednesday,4,0
SRV-017,13-05-2026 04:00,Application,Windows Server,58.24,68.1,60.8,32.54,1353.27,910.28,37.61,280.78,630,6792,5,203,523.81,48.86,Wednesday,4,0
SRV-004,13-05-2026 04:30,Application,Windows Server,66.86,64.95,45.25,45.45,1296.31,1029.44,25.41,322.06,653,6920,14,226,343.26,52.13,Wednesday,4,0
SRV-044,13-05-2026 05:00,Database,Linux,64.55,64.02,48.31,66.89,1494.4,1070.11,13.7,289.96,527,7527,8,199,856.28,52.89,Wednesday,5,0
SRV-095,13-05-2026 05:00,Database,Linux,67.43,79.24,43.16,78.39,1427.95,1019.14,32.07,339.94,432,7533,9,271,1039.5,64.5,Wednesday,5,0
SRV-019,13-05-2026 06:30,File,Linux,45.59,42.5,52.0,55.43,1173.87,895.38,31.23,221.92,717,6022,7,191,990.75,49.63,Wednesday,6,0
SRV-064,13-05-2026 07:30,File,Linux,64.1,66.52,53.67,26.82,1104.49,893.15,17.18,309.98,575,5841,10,221,1247.96,49.52,Wednesday,7,0
SRV-048,13-05-2026 08:00,Web,Linux,71.85,69.92,36.6,37.81,1355.99,1025.74,18.93,297.57,800,6912,7,327,1066.59,54.83,Wednesday,8,0
SRV-086,13-05-2026 09:00,Web,Windows Server,89.06,72.34,71.02,62.33,2071.29,1499.45,25.31,364.38,863,10219,12,306,308.8,57.57,Wednesday,9,0
SRV-037,13-05-2026 10:00,Web,Windows Server,87.98,95.6,49.18,69.59,2010.88,1421.71,28.93,371.04,1048,10406,12,369,858.73,57.85,Wednesday,10,0
SRV-043,13-05-2026 13:00,Application,Windows Server,85.56,58.95,59.48,79.36,1898.44,1437.25,24.35,312.13,1086,9995,9,308,933.23,58.91,Wednesday,13,0
SRV-075,13-05-2026 13:00,Web,Linux,84.75,81.51,42.11,99.0,2038.18,1451.88,25.64,342.59,901,10419,16,301,286.11,64.82,Wednesday,13,0
SRV-017,13-05-2026 14:00,Application,Windows Server,95.8,91.69,66.5,82.96,1891.61,1450.75,24.39,345.56,760,9748,10,311,732.88,64.97,Wednesday,14,0
SRV-033,13-05-2026 14:00,Database,Linux,99.0,88.17,63.48,84.38,2235.35,1535.82,24.34,367.54,968,11093,13,394,720.67,67.03,Wednesday,14,0
SRV-055,13-05-2026 16:00,Application,Linux,65.23,55.53,52.9,70.67,2086.15,1490.63,18.28,289.94,860,10223,8,210,757.82,56.59,Wednesday,16,0
SRV-010,13-05-2026 16:30,Database,Windows Server,98.74,80.1,52.94,92.55,2291.29,1573.92,27.49,368.27,1112,11144,14,305,428.27,67.98,Wednesday,16,1
SRV-046,13-05-2026 17:30,File,Linux,84.92,84.63,45.72,70.95,1626.88,1211.06,23.21,344.05,464,8320,23,321,177.29,51.5,Wednesday,17,0
SRV-081,13-05-2026 18:00,Application,Windows Server,59.41,58.96,41.33,96.91,1954.23,1387.31,37.06,316.66,893,10005,8,237,463.98,60.53,Wednesday,18,0
SRV-033,13-05-2026 18:30,Database,Linux,82.59,68.91,67.44,77.54,1441.03,942.44,20.83,344.69,530,7370,5,311,690.26,60.97,Wednesday,18,0
SRV-031,13-05-2026 19:00,Application,Linux,69.11,59.32,57.91,49.6,1325.08,1000.85,23.13,290.34,699,6955,6,255,690.13,50.04,Wednesday,19,0
SRV-042,13-05-2026 21:00,File,Linux,45.98,48.75,50.36,30.93,1067.69,873.4,22.23,202.65,295,5910,6,226,746.99,55.17,Wednesday,21,0
SRV-099,13-05-2026 23:30,Web,Linux,59.01,56.09,66.59,61.0,1386.78,1070.53,18.31,274.46,673,7024,9,253,453.68,56.375,Wednesday,23,0
SRV-001,14-05-2026 01:00,File,Windows Server,65.19,49.63,41.91,50.55,1192.44,830.35,25.99,267.52,422,5922,12,289,1205.26,56.71,Thursday,1,0
SRV-029,14-05-2026 06:30,Web,Linux,74.08,54.09,31.07,52.37,1398.16,992.55,24.85,315.21,699,6997,11,280,702.5,61.38,Thursday,6,0
SRV-015,14-05-2026 10:00,Database,Linux,83.57,71.84,43.17,83.15,2166.57,1545.68,30.33,328.23,1318,10931,11,302,514.32,64.6,Thursday,10,0
SRV-072,14-05-2026 10:00,Database,Linux,72.23,84.69,61.3,82.34,2157.9,1652.78,32.08,379.28,1116,11060,18,266,279.61,59.94,Thursday,10,0
SRV-009,14-05-2026 11:30,Web,Linux,92.72,79.6,71.82,68.24,1966.28,1561.71,40.2,378.06,1011,10575,15,309,739.34,58.86,Thursday,11,0
SRV-089,14-05-2026 11:30,Web,Windows Server,85.73,78.96,49.85,79.02,1992.02,1561.58,26.41,339.48,1150,10339,10,276,646.67,63.95,Thursday,11,0
SRV-012,14-05-2026 12:30,API,Linux,69.94,62.86,36.23,70.33,2079.54,1593.67,22.81,273.45,1128,10997,10,282,512.01,55.71,Thursday,12,0
SRV-076,14-05-2026 13:00,Web,Linux,91.58,54.06,52.64,67.32,1962.52,1510.52,31.06,329.96,957,10187,12,308,1003.76,57.89,Thursday,13,0
SRV-022,14-05-2026 14:00,Database,Linux,99.0,83.02,55.32,73.4,2122.55,1644.58,30.05,378.67,990,11039,14,304,680.5,70.65,Thursday,14,0
SRV-066,14-05-2026 18:30,Application,Linux,70.29,52.85,40.56,49.45,1259.71,979.39,22.34,257.0,686,6772,19,265,290.03,57.22,Thursday,18,0
SRV-059,14-05-2026 19:00,Web,Windows Server,78.69,60.98,78.13,62.4,1402.19,1034.69,28.92,348.87,657,7075,11,286,551.27,65.32,Thursday,19,0
SRV-093,14-05-2026 21:30,Database,Linux,72.44,62.15,35.61,37.8,1445.72,1133.08,19.91,249.5,547,7358,6,251,609.63,63.7,Thursday,21,0
SRV-014,14-05-2026 23:00,File,Linux,55.2,52.06,58.95,42.19,1105.53,888.44,22.71,224.41,490,5756,8,203,1185.48,46.95,Thursday,23,0
SRV-048,14-05-2026 23:30,Web,Linux,55.76,91.44,61.81,42.43,1451.01,930.56,18.8,334.8,631,7094,9,228,484.19,62.06,Thursday,23,0
SRV-076,15-05-2026 00:00,Web,Linux,72.73,48.78,43.15,48.05,1447.99,1052.33,27.46,263.68,577,7170,16,281,735.79,60.02,Friday,0,0
SRV-093,15-05-2026 02:00,Database,Linux,69.87,75.04,59.95,73.43,1363.52,1031.94,25.89,297.84,596,7516,12,268,806.17,59.48,Friday,2,0
SRV-049,15-05-2026 04:30,Application,Linux,89.12,69.73,65.5,78.24,1327.02,1027.82,25.63,330.12,721,6960,12,265,693.92,63.57,Friday,4,0
SRV-035,15-05-2026 05:00,Database,Linux,54.86,50.41,46.76,66.69,1411.68,1046.08,28.25,260.63,495,7431,5,180,1240.77,51.28,Friday,5,0
SRV-027,15-05-2026 05:30,Database,Linux,59.59,40.38,67.24,64.78,1470.12,1028.4,20.06,308.53,872,7352,5,242,488.88,58.72,Friday,5,0
SRV-073,15-05-2026 06:00,API,Linux,54.66,58.34,59.23,64.76,1258.24,1132.52,16.23,286.06,516,7375,12,274,504.47,52.34,Friday,6,0
SRV-004,15-05-2026 06:00,Application,Windows Server,55.25,40.7,57.61,49.52,1315.74,969.41,8.49,219.93,763,6940,7,183,887.94,48.53,Friday,6,0
SRV-038,15-05-2026 08:30,Database,Linux,68.65,70.63,60.52,65.44,1474.47,1038.53,24.04,369.13,718,7375,17,248,968.73,56.85,Friday,8,0
SRV-091,15-05-2026 09:00,Web,Windows Server,71.21,76.45,45.82,84.65,2137.97,1488.8,26.36,305.45,1091,10481,9,250,337.77,63.07,Friday,9,0
SRV-066,15-05-2026 09:30,Application,Linux,90.75,69.24,65.43,82.28,2003.68,1484.89,36.06,340.7,1186,9974,15,297,904.51,61.83,Friday,9,0
SRV-073,15-05-2026 09:30,API,Linux,89.68,82.59,55.53,85.48,2094.44,1610.05,17.85,354.65,992,10806,13,346,482.91,63.56,Friday,9,0
SRV-016,15-05-2026 10:30,Web,Windows Server,99.0,80.12,57.61,75.76,1945.79,1541.54,35.6,378.5,1052,10269,16,340,783.75,64.54,Friday,10,0
SRV-050,15-05-2026 12:00,Web,Linux,62.31,84.85,61.42,52.0,2150.65,1466.58,29.78,306.16,775,10352,12,258,261.68,53.54,Friday,12,0
SRV-031,15-05-2026 12:30,Application,Linux,72.07,72.34,45.47,59.68,1954.06,1470.45,24.36,321.63,868,10108,13,312,860.72,55.26,Friday,12,0
SRV-055,15-05-2026 12:30,Application,Linux,82.16,69.37,69.83,74.37,1972.82,1400.9,32.05,377.19,829,9820,16,300,1144.45,58.94,Friday,12,0
SRV-007,15-05-2026 13:00,File,Linux,61.69,66.97,42.28,60.66,1585.13,1180.6,24.5,285.76,634,8251,16,253,1093.63,50.92,Friday,13,0
SRV-027,15-05-2026 13:30,Database,Linux,89.55,81.37,45.48,85.88,2170.67,1581.05,25.87,400.37,1032,10973,12,267,340.08,61.4,Friday,13,0
SRV-095,15-05-2026 14:30,Database,Linux,62.02,89.74,46.78,82.5,2104.87,1626.39,27.11,370.94,1072,11068,14,265,275.72,56.94,Friday,14,0
SRV-076,15-05-2026 17:30,Web,Linux,80.31,83.6,49.01,81.09,2025.53,1552.28,24.69,325.62,1112,10413,8,306,769.48,54.69,Friday,17,0
SRV-010,15-05-2026 17:30,Database,Windows Server,69.16,94.63,42.17,63.48,2096.92,1599.49,27.0,360.75,1033,10976,16,277,514.92,60.82,Friday,17,0
SRV-010,15-05-2026 18:30,Database,Windows Server,59.96,68.1,62.52,59.43,1418.58,1050.56,23.61,293.69,596,7293,13,256,278.37,51.98,Friday,18,0
SRV-064,15-05-2026 18:30,File,Linux,61.58,49.99,72.82,65.71,1111.56,802.53,15.66,280.44,624,5823,5,216,461.39,57.68,Friday,18,0
SRV-047,15-05-2026 19:00,Database,Linux,75.8,49.61,55.36,40.62,1404.89,1031.85,17.4,286.22,761,7384,12,363,467.32,51.76,Friday,19,0
SRV-017,15-05-2026 19:30,Application,Windows Server,50.78,67.17,36.5,51.29,1351.05,982.71,24.82,307.54,809,6920,17,271,709.94,47.4,Friday,19,0
SRV-042,15-05-2026 19:30,File,Linux,67.81,61.32,51.36,48.17,1070.58,783.01,25.63,274.73,565,5863,9,283,935.7,53.53,Friday,19,0
SRV-029,15-05-2026 19:30,Web,Linux,77.15,52.64,41.59,65.0,1267.22,1019.43,30.21,335.58,517,7030,15,266,600.4,60.3,Friday,19,0
SRV-064,15-05-2026 21:30,File,Linux,64.77,53.26,51.14,31.16,1148.59,925.89,25.76,208.28,713,5952,8,187,350.68,51.74,Friday,21,0
SRV-030,15-05-2026 22:00,Application,Linux,55.19,54.14,64.96,48.12,1241.45,1003.16,16.24,311.25,560,6800,14,265,488.91,52.41,Friday,22,0
SRV-032,15-05-2026 22:30,API,Windows Server,50.15,59.33,57.22,52.51,1368.4,1065.06,17.12,221.71,586,7188,15,202,552.16,51.62,Friday,22,0
SRV-001,15-05-2026 22:30,File,Windows Server,56.7,58.43,68.35,21.75,1033.67,841.99,30.98,295.76,534,5791,11,218,499.72,49.65,Friday,22,0
SRV-075,15-05-2026 23:00,Web,Linux,76.63,60.67,51.65,57.13,1238.33,1069.86,16.6,272.74,633,6939,14,349,1212.47,57.49,Friday,23,0
SRV-016,15-05-2026 23:00,Web,Windows Server,59.29,26.72,68.19,53.19,1281.08,990.07,21.81,239.37,791,7007,8,213,288.69,52.84,Friday,23,0
SRV-051,15-05-2026 23:00,Web,Windows Server,54.39,55.77,45.5,41.63,1331.48,1095.85,25.47,274.99,690,7052,5,229,1009.95,50.75,Friday,23,0
SRV-032,15-05-2026 23:30,API,Windows Server,72.78,62.88,41.48,81.6,1371.31,1107.55,27.16,325.28,666,7402,11,278,978.11,59.75,Friday,23,0
SRV-088,16-05-2026 00:00,Database,Linux,62.17,29.09,62.14,36.72,1130.01,899.75,28.86,237.88,563,6137,4,255,352.68,46.9,Saturday,0,0
SRV-011,16-05-2026 00:00,Database,Linux,47.06,59.73,54.08,46.89,1193.65,894.68,23.82,300.61,547,6211,10,232,219.88,48.17,Saturday,0,0
SRV-006,16-05-2026 01:00,API,Windows Server,51.5,52.74,75.75,32.87,1162.67,873.33,10.79,227.72,430,6036,5,184,372.2,53.23,Saturday,1,0
SRV-048,16-05-2026 01:00,Web,Linux,45.13,60.23,59.25,72.76,1171.33,771.45,21.56,269.43,433,5791,8,213,513.62,49.61,Saturday,1,0
SRV-023,16-05-2026 01:00,API,Linux,52.23,56.22,51.27,67.66,1125.55,848.66,26.09,320.27,643,5891,5,254,1390.89,59.12,Saturday,1,0
SRV-048,16-05-2026 01:00,Web,Linux,71.52,48.36,73.17,71.79,1190.25,821.45,27.4,288.54,420,5843,11,262,1092.33,55.87,Saturday,1,0
SRV-074,16-05-2026 01:00,Web,Windows Server,38.44,62.04,51.45,46.2,1194.58,796.56,11.41,211.35,752,5808,4,214,1220.69,55.8,Saturday,1,0
SRV-008,16-05-2026 01:30,File,Linux,61.07,69.63,53.58,43.72,872.66,715.01,18.81,310.97,618,5024,18,281,1093.59,45.72,Saturday,1,0
SRV-003,16-05-2026 03:00,API,Linux,58.22,54.89,24.62,62.95,1183.83,893.3,17.59,280.61,544,5953,8,230,613.95,49.07,Saturday,3,0
SRV-092,16-05-2026 04:30,Application,Linux,69.7,59.91,57.66,55.72,1106.55,842.13,19.31,252.27,496,5577,13,328,1787.9,57.87,Saturday,4,0
SRV-073,16-05-2026 05:30,API,Linux,53.52,60.18,57.89,55.18,1073.52,890.59,8.79,201.64,715,6038,6,245,991.0,50.85,Saturday,5,0
SRV-004,16-05-2026 07:00,Application,Windows Server,59.11,59.07,62.6,64.24,1026.32,835.82,21.95,296.49,668,5600,12,276,400.49,54.91,Saturday,7,0
SRV-050,16-05-2026 08:00,Web,Linux,63.29,61.69,78.49,68.41,1056.38,875.71,24.16,259.46,770,5889,9,269,784.46,57.24,Saturday,8,0
SRV-019,16-05-2026 08:30,File,Linux,71.02,60.95,82.07,25.25,1017.27,777.76,22.41,298.74,615,4959,9,289,836.33,55.09,Saturday,8,0
SRV-031,16-05-2026 08:30,Application,Linux,63.92,77.67,79.0,49.29,1098.97,818.82,20.45,301.92,347,5631,13,209,976.59,47.23,Saturday,8,0
SRV-076,16-05-2026 09:30,Web,Linux,75.71,73.73,50.69,71.24,1611.82,1173.24,24.74,291.75,769,8222,11,281,993.95,59.64,Saturday,9,0
SRV-095,16-05-2026 11:30,Database,Linux,52.89,68.98,56.72,64.89,1616.74,1251.05,24.72,226.92,756,8432,7,305,452.88,57.2,Saturday,11,0
SRV-024,16-05-2026 12:30,API,Linux,74.53,65.94,58.81,79.32,1571.21,1319.52,32.82,309.12,777,8243,8,309,613.59,63.35,Saturday,12,0
SRV-021,16-05-2026 13:00,File,Linux,69.95,66.74,47.84,77.78,1302.93,982.75,27.82,363.22,697,6638,11,274,821.96,57.12,Saturday,13,0
SRV-015,16-05-2026 15:30,Database,Linux,66.79,71.03,53.17,56.17,1716.35,1272.6,34.68,382.59,758,8621,7,274,681.03,53.35,Saturday,15,0
SRV-077,16-05-2026 16:00,Web,Linux,76.98,57.57,56.68,88.63,1544.68,1160.31,20.35,338.96,688,8220,7,287,1129.88,57.43,Saturday,16,0
SRV-093,16-05-2026 16:30,Database,Linux,61.53,53.34,59.63,57.88,1596.53,1232.06,22.35,355.49,788,8751,10,272,590.63,50.34,Saturday,16,0
SRV-082,16-05-2026 18:30,Database,Windows Server,71.83,54.13,42.14,58.63,1103.67,877.97,26.99,317.36,510,6095,8,249,1106.42,60.35,Saturday,18,0
SRV-053,16-05-2026 19:30,File,Linux,59.42,41.58,65.57,41.24,887.9,763.14,22.31,264.58,502,4915,4,282,1878.31,49.38,Saturday,19,0
SRV-024,16-05-2026 20:30,API,Linux,60.29,60.17,51.09,59.43,1102.71,859.37,23.71,213.98,396,5988,7,243,776.02,51.3,Saturday,20,0
SRV-045,16-05-2026 21:30,File,Linux,43.81,49.32,52.1,28.68,1003.62,869.61,13.67,167.49,162,4986,5,242,536.69,44.1,Saturday,21,0
SRV-063,16-05-2026 21:30,Application,Linux,39.9,69.58,70.78,50.24,1142.49,832.75,25.53,226.91,266,5724,14,184,1144.87,51.02,Saturday,21,0
SRV-012,16-05-2026 21:30,API,Linux,63.44,62.17,51.39,37.71,1180.49,783.27,22.11,236.99,310,5687,6,242,236.4,48.61,Saturday,21,0
SRV-020,16-05-2026 22:30,Application,Linux,57.13,46.83,46.31,53.6,1128.45,810.48,18.58,289.2,510,5775,7,271,866.19,50.13,Saturday,22,0
SRV-099,16-05-2026 22:30,Web,Linux,65.16,40.22,61.82,72.51,1115.75,942.45,22.92,252.84,479,5890,13,219,717.52,57.29,Saturday,22,0
SRV-062,16-05-2026 23:30,Database,Windows Server,63.53,72.4,36.74,54.37,1114.35,919.05,20.45,385.07,604,6160,12,252,677.14,56.01,Saturday,23,0
SRV-096,16-05-2026 23:30,Application,Linux,57.95,50.74,65.8,34.34,1076.38,780.85,21.78,284.44,638,5614,7,224,377.03,47.44,Saturday,23,0
SRV-014,17-05-2026 02:00,File,Linux,53.02,52.52,40.27,46.07,1073.41,768.98,23.23,260.17,474,5036,7,129,890.4,49.95,Sunday,2,0
SRV-088,17-05-2026 02:00,Database,Linux,71.58,41.95,57.85,43.29,1174.17,833.96,27.77,279.64,661,5995,14,243,348.81,54.29,Sunday,2,0
SRV-045,17-05-2026 06:30,File,Linux,67.33,66.49,57.4,65.87,952.62,697.45,22.13,325.88,184,5112,15,310,461.9,50.02,Sunday,6,0
SRV-097,17-05-2026 06:30,Database,Linux,55.69,37.73,63.95,39.73,1194.92,915.9,23.24,258.69,737,6120,10,341,186.52,49.07,Sunday,6,0
SRV-068,17-05-2026 07:00,Database,Windows Server,75.91,58.15,55.82,48.65,1222.26,822.69,30.24,335.71,696,6175,7,299,332.06,56.44,Sunday,7,0
SRV-036,17-05-2026 07:30,Web,Linux,66.87,70.17,52.38,35.57,1147.98,881.63,19.28,274.32,557,5909,11,214,539.32,53.82,Sunday,7,0
SRV-063,17-05-2026 07:30,Application,Linux,39.25,69.5,68.89,44.66,1133.55,873.21,25.12,253.66,405,5718,12,177,1276.8,53.49,Sunday,7,0
SRV-040,17-05-2026 08:00,Application,Linux,47.2,70.84,40.18,48.03,1015.31,830.9,23.63,232.45,462,5736,9,223,1027.74,52.2,Sunday,8,0
SRV-050,17-05-2026 08:30,Web,Linux,71.97,67.45,58.99,62.22,1114.9,871.25,22.08,310.71,589,5654,8,316,248.88,60.99,Sunday,8,0
SRV-025,17-05-2026 09:00,File,Linux,65.22,62.15,62.87,45.59,1261.46,933.41,16.59,232.7,610,6678,6,314,1498.58,51.09,Sunday,9,0
SRV-016,17-05-2026 09:00,Web,Windows Server,45.74,61.35,63.16,74.39,1658.82,1246.27,18.69,263.37,971,8151,11,199,1025.72,50.75,Sunday,9,0
SRV-004,17-05-2026 10:00,Application,Windows Server,68.0,80.21,86.27,61.58,1560.84,1074.49,15.41,295.31,735,8009,14,251,1157.84,60.4,Sunday,10,0
SRV-069,17-05-2026 11:30,Web,Linux,70.59,65.85,44.63,42.98,1590.95,1155.81,29.18,305.92,1016,8140,12,261,301.27,62.76,Sunday,11,0
SRV-039,17-05-2026 12:30,Web,Windows Server,68.0,65.9,72.6,86.72,1545.49,1263.63,26.33,302.16,834,8116,10,224,1008.08,56.48,Sunday,12,0
SRV-059,17-05-2026 13:30,Web,Windows Server,70.51,78.25,45.58,52.52,1565.47,1236.44,25.17,313.05,734,8037,14,305,637.45,54.57,Sunday,13,0
SRV-071,17-05-2026 15:30,Web,Linux,72.92,49.86,50.08,87.63,1434.03,1146.36,27.9,329.08,689,8076,13,288,805.08,57.86,Sunday,15,0
